Date and time,Mode,Distance,Duration,Price
2022-02-06 11:26,Bus,2.8,0.11,1.5
2022-01-05 16:41,Bus,6.7,0.27,1.5
2022-06-04 13:40,Bus,2.2,0.09,1.5
2022-10-31 20:04,Bus,1.9,0.08,1.5
2022-08-14 12:47,Bus,0.7,0.04,1.5
2022-09-02 22:59,Bus,6.9,0.25,1.5
2022-01-07 10:27,Bus,2.0,0.08,1.5
2022-04-15 23:07,Bus,7.7,0.25,1.5
2022-09-19 13:30,Bus,6.5,0.24,1.5
2022-05-16 12:21,Bus,3.7,0.17,1.5
2022-10-01 23:11,Bus,2.9,0.11,1.5
2022-10-08 21:29,Bus,7.2,0.31,1.5
2022-02-15 19:36,Bus,1.0,0.03,1.5
2022-12-10 13:22,Bus,1.9,0.07,1.5
2022-08-21 10:04,Bus,3.5,0.15,1.5
2022-12-02 13:05,Bus,1.5,0.06,1.5
2022-03-03 13:39,Bus,14.4,0.43,1.5
2022-07-27 08:10,Bus,0.9,0.03,1.5
2022-05-31 18:52,Bus,0.9,0.04,1.5
2022-06-22 17:45,Bus,3.4,0.15,1.5
2022-11-13 12:05,Bus,8.4,0.27,1.5
2022-10-27 08:39,Bus,2.3,0.09,1.5
2022-01-11 17:53,Bus,5.2,0.17,1.5
2022-01-07 14:05,Bus,3.9,0.18,1.5
2022-02-09 12:26,Bus,1.0,0.03,1.5
2022-12-07 22:31,Bus,3.5,0.25,1.5
2022-02-25 09:48,Bus,1.6,0.05,1.5
2022-02-12 13:23,Bus,0.6,0.02,1.5
2022-04-22 20:10,Bus,3.0,0.1,1.5
2022-12-02 19:49,Bus,2.3,0.09,1.5
2022-04-15 16:20,Bus,2.3,0.08,1.5
2022-11-19 21:08,Bus,2.0,0.07,1.5
2022-11-02 19:41,Bus,2.5,0.07,1.5
2022-01-03 20:44,Bus,2.0,0.07,1.5
2022-11-09 19:31,Bus,5.8,0.16,1.5
2022-12-12 13:58,Bus,1.9,0.08,1.5
2022-09-03 22:45,Bus,3.8,0.18,1.5
2022-03-29 10:25,Bus,1.4,0.06,1.5
2022-12-26 16:58,Bus,1.7,0.07,1.5
2022-04-06 21:18,Bus,2.5,0.12,1.5
2022-08-21 07:42,Bus,4.6,0.31,1.5
2022-01-09 08:08,Bus,0.8,0.03,1.5
2022-10-06 20:33,Bus,2.9,0.13,1.5
2022-10-18 15:54,Bus,1.7,0.07,1.5
2022-11-22 08:35,Bus,2.4,0.17,1.5
2022-09-23 08:24,Bus,1.4,0.09,1.5
2022-12-14 08:47,Bus,1.9,0.12,1.5
2022-08-19 19:05,Bus,2.2,0.08,1.5
2022-06-17 21:25,Bus,4.6,0.17,1.5
2022-04-30 11:08,Bus,0.6,0.02,1.5
2022-11-25 09:43,Bus,2.5,0.12,1.5
2022-11-27 12:07,Bus,2.9,0.13,1.5
2022-12-15 10:19,Bus,2.8,0.09,1.5
2022-08-19 21:59,Bus,1.2,0.06,1.5
2022-12-01 17:17,Bus,2.8,0.12,1.5
2022-06-17 09:24,Bus,1.5,0.06,1.5
2022-06-08 16:25,Bus,5.0,0.2,1.5
2022-07-14 06:18,Bus,3.6,0.11,1.5
2022-03-01 23:04,Bus,1.4,0.06,1.5
2022-09-07 21:03,Bus,1.9,0.06,1.5
2022-01-29 13:27,Bus,1.6,0.08,1.5
2022-01-17 07:46,Bus,3.7,0.15,1.5
2022-03-11 11:56,Bus,3.7,0.11,1.5
2022-01-15 15:06,Bus,0.9,0.05,1.5
2022-11-21 20:46,Bus,2.1,0.07,1.5
2022-01-25 22:30,Bus,1.2,0.04,1.5
2022-01-15 09:31,Bus,3.7,0.16,1.5
2022-06-17 09:18,Bus,0.9,0.04,1.5
2022-04-03 10:08,Bus,3.2,0.12,1.5
2022-03-23 17:34,Bus,12.1,0.53,1.5
2022-06-03 22:18,Bus,3.2,0.15,1.5
2022-02-02 18:32,Bus,1.1,0.05,1.5
2022-08-18 22:41,Bus,3.7,0.16,1.5
2022-02-08 19:58,Bus,1.9,0.08,1.5
2022-03-04 08:51,Bus,1.7,0.12,1.5
2022-07-04 10:03,Bus,0.5,0.02,1.5
2022-02-23 11:27,Bus,3.1,0.11,1.5
2022-11-26 12:26,Bus,2.5,0.11,1.5
2022-12-14 16:52,Bus,3.3,0.15,1.5
2022-11-25 15:06,Bus,0.6,0.04,1.5
2022-12-01 07:02,Bus,1.6,0.06,1.5
2022-12-04 12:14,Bus,4.4,0.18,1.5
2022-03-02 07:51,Bus,3.7,0.14,1.5
2022-09-08 17:23,Bus,3.5,0.15,1.5
2022-08-11 16:30,Bus,9.9,0.52,1.5
2022-04-22 16:48,Bus,3.1,0.16,1.5
2022-01-22 20:19,Bus,2.5,0.17,1.5
2022-02-17 11:31,Bus,2.1,0.07,1.5
2022-10-15 15:05,Bus,0.6,0.03,1.5
2022-08-29 19:40,Bus,1.0,0.05,1.5
2022-09-17 15:57,Bus,3.8,0.19,1.5
2022-11-27 09:16,Bus,1.4,0.05,1.5
2022-10-16 19:11,Bus,1.4,0.07,1.5
2022-05-23 10:12,Bus,2.0,0.11,1.5
2022-11-02 19:25,Bus,0.8,0.02,1.5
2022-10-12 10:46,Bus,5.0,0.16,1.5
2022-12-12 20:25,Bus,3.6,0.16,1.5
2022-08-15 09:35,Bus,5.4,0.19,1.5
2022-07-20 16:56,Bus,1.4,0.05,1.5
2022-04-08 19:47,Bus,1.0,0.04,1.5
2022-01-24 18:15,Bus,3.0,0.11,1.5
2022-12-20 08:44,Bus,3.3,0.13,1.5
2022-10-19 16:23,Bus,1.4,0.06,1.5
2022-06-02 20:43,Bus,2.6,0.11,1.5
2022-12-20 22:26,Bus,2.5,0.09,1.5
2022-01-09 08:46,Bus,3.3,0.14,1.5
2022-02-10 20:45,Bus,1.0,0.04,1.5
2022-05-29 12:52,Bus,4.8,0.24,1.5
2022-06-12 22:37,Bus,7.3,0.27,1.5
2022-09-26 08:09,Bus,1.7,0.07,1.5
2022-08-01 07:15,Bus,6.1,0.27,1.5
2022-03-31 18:15,Bus,1.8,0.07,1.5
2022-11-30 19:24,Bus,1.5,0.08,1.5
2022-12-02 18:36,Bus,3.6,0.15,1.5
2022-10-05 19:04,Bus,3.1,0.12,1.5
2022-01-15 21:24,Bus,1.1,0.06,1.5
2022-03-30 09:52,Bus,0.7,0.02,1.5
2022-09-07 14:36,Bus,3.9,0.17,1.5
2022-03-03 19:08,Bus,1.9,0.07,1.5
2022-12-13 08:45,Bus,4.0,0.15,1.5
2022-08-20 12:52,Bus,3.1,0.11,1.5
2022-01-15 14:58,Bus,4.7,0.16,1.5
2022-12-30 19:43,Bus,2.4,0.11,1.5
2022-04-18 09:53,Bus,4.6,0.2,1.5
2022-08-28 15:03,Bus,2.5,0.13,1.5
2022-08-30 19:22,Bus,3.3,0.12,1.5
2022-12-31 21:44,Bus,1.4,0.06,1.5
2022-07-15 12:44,Bus,1.4,0.06,1.5
2022-10-29 12:52,Bus,4.6,0.21,1.5
2022-01-12 12:18,Bus,2.8,0.12,1.5
2022-08-18 08:43,Bus,9.1,0.51,1.5
2022-12-08 18:59,Bus,3.1,0.1,1.5
2022-08-08 16:02,Bus,1.3,0.05,1.5
2022-11-07 11:32,Bus,3.7,0.13,1.5
2022-04-24 11:48,Bus,4.5,0.21,1.5
2022-12-09 17:26,Bus,1.1,0.08,1.5
2022-09-09 18:35,Bus,1.0,0.04,1.5
2022-03-21 19:58,Bus,2.4,0.12,1.5
2022-07-19 20:32,Bus,5.7,0.24,1.5
2022-10-05 10:38,Bus,3.2,0.09,1.5
2022-06-30 19:37,Bus,6.4,0.35,1.5
2022-12-29 20:35,Bus,3.9,0.19,1.5
2022-05-27 13:06,Bus,2.2,0.08,1.5
2022-11-09 17:16,Bus,3.0,0.13,1.5
2022-05-10 14:12,Bus,1.6,0.07,1.5
2022-01-18 22:44,Bus,3.6,0.16,1.5
2022-04-29 19:35,Bus,2.9,0.16,1.5
2022-04-11 18:16,Bus,2.8,0.1,1.5
2022-06-04 20:03,Bus,3.2,0.11,1.5
2022-03-28 17:01,Bus,1.8,0.08,1.5
2022-09-25 15:29,Bus,1.4,0.04,1.5
2022-08-20 08:29,Bus,2.8,0.11,1.5
2022-04-25 09:43,Bus,3.8,0.16,1.5
2022-11-25 19:33,Bus,1.0,0.05,1.5
2022-01-10 09:18,Bus,0.5,0.03,1.5
2022-06-07 12:48,Bus,2.4,0.1,1.5
2022-03-12 21:16,Bus,3.8,0.11,1.5
2022-12-25 14:55,Bus,0.7,0.03,1.5
2022-05-09 08:46,Bus,6.2,0.27,1.5
2022-10-27 16:58,Bus,0.8,0.03,1.5
2022-03-17 09:10,Bus,2.6,0.11,1.5
2022-09-21 16:35,Bus,2.3,0.1,1.5
2022-05-11 19:16,Bus,0.8,0.03,1.5
2022-12-15 07:36,Bus,1.5,0.06,1.5
2022-06-03 09:23,Bus,3.1,0.14,1.5
2022-12-12 13:07,Bus,2.5,0.11,1.5
2022-10-22 21:25,Bus,1.5,0.06,1.5
2022-09-07 17:46,Bus,1.6,0.06,1.5
2022-04-02 22:24,Bus,5.2,0.17,1.5
2022-07-10 10:54,Bus,3.4,0.15,1.5
2022-11-05 21:20,Bus,9.2,0.46,1.5
2022-09-29 11:42,Bus,5.0,0.19,1.5
2022-07-11 18:51,Bus,7.3,0.3,1.5
2022-02-14 17:27,Bus,2.8,0.1,1.5
2022-02-05 10:46,Bus,1.5,0.06,1.5
2022-07-14 17:29,Bus,4.8,0.2,1.5
2022-11-17 16:35,Bus,1.2,0.04,1.5
2022-09-23 21:48,Bus,4.8,0.29,1.5
2022-11-18 12:27,Bus,1.9,0.08,1.5
2022-09-24 15:22,Bus,2.0,0.09,1.5
2022-02-04 18:32,Bus,4.4,0.16,1.5
2022-03-14 10:42,Bus,2.6,0.1,1.5
2022-11-26 20:00,Bus,1.8,0.08,1.5
2022-03-04 18:32,Bus,2.1,0.08,1.5
2022-02-11 21:47,Bus,1.1,0.05,1.5
2022-05-23 10:48,Bus,4.5,0.2,1.5
2022-05-31 10:02,Bus,6.1,0.23,1.5
2022-09-29 09:03,Bus,0.8,0.04,1.5
2022-11-15 14:09,Bus,4.9,0.25,1.5
2022-09-02 20:58,Bus,0.6,0.02,1.5
2022-02-04 21:24,Bus,2.7,0.16,1.5
2022-01-03 12:46,Bus,1.1,0.05,1.5
2022-02-12 18:41,Bus,4.1,0.17,1.5
2022-02-06 20:46,Bus,2.8,0.12,1.5
2022-07-16 21:50,Bus,1.3,0.04,1.5
2022-06-25 07:32,Bus,4.6,0.14,1.5
2022-04-09 20:16,Bus,1.0,0.06,1.5
2022-01-26 08:11,Bus,4.8,0.26,1.5
2022-01-24 18:00,Bus,2.7,0.11,1.5
2022-12-29 21:10,Bus,3.2,0.1,1.5
2022-01-27 22:38,Bus,1.4,0.06,1.5
2022-10-24 08:18,Bus,2.2,0.09,1.5
2022-09-07 18:16,Bus,3.9,0.15,1.5
2022-11-02 06:12,Bus,1.8,0.07,1.5
2022-12-20 09:08,Bus,1.4,0.07,1.5
2022-12-09 21:40,Bus,1.2,0.04,1.5
2022-01-30 09:27,Bus,7.9,0.22,1.5
2022-03-25 22:14,Bus,1.5,0.04,1.5
2022-08-10 19:47,Bus,7.2,0.24,1.5
2022-03-22 22:22,Bus,3.3,0.12,1.5
2022-09-10 08:32,Bus,3.2,0.11,1.5
2022-04-29 23:45,Bus,3.5,0.12,1.5
2022-02-28 16:18,Bus,7.0,0.22,1.5
2022-05-16 07:41,Bus,2.8,0.09,1.5
2022-04-02 11:13,Bus,2.3,0.09,1.5
2022-03-28 08:58,Bus,2.5,0.11,1.5
2022-03-04 21:53,Bus,2.9,0.13,1.5
2022-04-01 18:56,Bus,5.4,0.19,1.5
2022-05-02 08:47,Bus,0.5,0.04,1.5
2022-11-25 16:48,Bus,2.4,0.22,1.5
2022-09-30 14:52,Bus,2.4,0.07,1.5
2022-11-07 08:37,Bus,0.8,0.04,1.5
2022-08-05 21:54,Bus,2.0,0.07,1.5
2022-08-26 17:40,Bus,3.7,0.12,1.5
2022-07-07 08:04,Bus,3.9,0.15,1.5
2022-08-20 21:20,Bus,4.5,0.15,1.5
2022-05-20 11:21,Bus,1.5,0.06,1.5
2022-08-09 17:34,Bus,2.6,0.12,1.5
2022-01-16 13:13,Bus,1.4,0.06,1.5
2022-06-14 07:37,Bus,4.2,0.19,1.5
2022-07-20 18:58,Bus,0.8,0.03,1.5
2022-10-07 16:39,Bus,3.2,0.14,1.5
2022-07-22 21:08,Bus,2.4,0.08,1.5
2022-05-27 22:23,Bus,2.4,0.12,1.5
2022-04-06 19:21,Bus,4.1,0.16,1.5
2022-02-05 16:13,Bus,4.1,0.14,1.5
2022-08-24 19:00,Bus,1.6,0.06,1.5
2022-03-20 16:18,Bus,2.0,0.06,1.5
2022-03-17 16:09,Bus,3.0,0.13,1.5
2022-07-08 18:58,Bus,5.2,0.18,1.5
2022-03-16 06:03,Bus,6.3,0.2,1.5
2022-12-09 23:08,Bus,7.0,0.31,1.5
2022-12-28 21:34,Bus,1.7,0.06,1.5
2022-07-08 08:50,Bus,0.6,0.03,1.5
2022-05-08 13:48,Bus,1.9,0.07,1.5
2022-12-27 08:17,Bus,2.0,0.1,1.5
2022-12-05 17:35,Bus,5.7,0.21,1.5
2022-02-17 21:59,Bus,4.5,0.2,1.5
2022-08-10 11:37,Bus,1.5,0.07,1.5
2022-12-10 13:29,Bus,2.4,0.09,1.5
2022-10-13 14:51,Bus,3.9,0.13,1.5
2022-06-27 22:16,Bus,3.8,0.14,1.5
2022-07-24 17:52,Bus,3.5,0.12,1.5
2022-11-09 12:57,Bus,1.5,0.06,1.5
2022-03-20 09:51,Bus,2.9,0.12,1.5
2022-12-06 16:15,Bus,2.0,0.09,1.5
2022-01-06 22:00,Bus,7.7,0.33,1.5
2022-12-19 11:55,Bus,7.1,0.26,1.5
2022-08-22 10:47,Bus,4.2,0.16,1.5
2022-04-15 20:36,Bus,2.2,0.07,1.5
2022-06-24 16:19,Bus,0.8,0.04,1.5
2022-03-09 14:32,Bus,1.3,0.06,1.5
2022-05-29 09:56,Bus,1.5,0.05,1.5
2022-08-12 18:47,Bus,2.7,0.13,1.5
2022-05-13 20:47,Bus,1.8,0.06,1.5
2022-02-18 09:00,Bus,5.1,0.18,1.5
2022-11-19 19:24,Bus,3.1,0.09,1.5
2022-06-24 07:41,Bus,3.2,0.15,1.5
2022-06-12 12:27,Bus,3.0,0.16,1.5
2022-05-22 15:58,Bus,3.9,0.14,1.5
2022-05-30 08:45,Bus,0.5,0.03,1.5
2022-01-07 08:26,Bus,2.0,0.11,1.5
2022-12-06 08:59,Bus,3.3,0.23,1.5
2022-10-17 14:51,Bus,2.1,0.08,1.5
2022-09-24 13:17,Bus,2.1,0.08,1.5
2022-02-18 20:24,Bus,1.8,0.09,1.5
2022-05-16 11:47,Bus,2.1,0.1,1.5
2022-12-06 12:02,Bus,1.5,0.05,1.5
2022-12-27 19:57,Bus,3.8,0.16,1.5
2022-11-19 14:13,Bus,3.6,0.1,1.5
2022-05-11 17:28,Bus,1.3,0.06,1.5
2022-08-04 11:58,Bus,3.1,0.12,1.5
2022-01-26 17:49,Bus,2.5,0.1,1.5
2022-08-11 22:22,Bus,1.5,0.08,1.5
2022-03-16 12:26,Bus,2.6,0.11,1.5
2022-06-30 17:28,Bus,1.2,0.05,1.5
2022-01-08 06:10,Bus,3.7,0.16,1.5
2022-11-06 15:46,Bus,3.5,0.11,1.5
2022-11-19 12:35,Bus,5.3,0.29,1.5
2022-10-28 22:22,Bus,0.8,0.03,1.5
2022-07-21 17:13,Bus,5.4,0.19,1.5
2022-12-02 06:21,Bus,2.5,0.1,1.5
2022-08-29 22:58,Bus,6.5,0.36,1.5
2022-04-25 19:32,Bus,4.9,0.16,1.5
2022-01-21 09:36,Bus,2.5,0.09,1.5
2022-12-13 16:35,Bus,2.9,0.13,1.5
2022-08-10 07:22,Bus,5.9,0.21,1.5
2022-02-24 18:40,Bus,1.7,0.06,1.5
2022-06-19 19:42,Bus,2.8,0.09,1.5
2022-05-13 10:39,Bus,2.4,0.1,1.5
2022-11-25 09:59,Bus,1.9,0.09,1.5
2022-01-24 18:28,Bus,6.5,0.24,1.5
2022-06-27 13:47,Bus,4.4,0.17,1.5
2022-03-04 14:23,Bus,3.6,0.14,1.5
2022-10-25 13:54,Bus,8.2,0.32,1.5
2022-04-13 19:00,Bus,2.6,0.14,1.5
2022-09-09 08:56,Bus,6.7,0.43,1.5
2022-03-18 23:01,Bus,5.5,0.22,1.5
2022-07-29 20:03,Bus,1.5,0.04,1.5
2022-11-11 18:34,Bus,4.3,0.18,1.5
2022-01-14 21:32,Bus,2.6,0.09,1.5
2022-07-02 22:28,Bus,1.9,0.06,1.5
2022-10-16 17:05,Bus,3.9,0.14,1.5
2022-04-12 11:16,Bus,2.6,0.08,1.5
2022-11-02 10:15,Bus,2.2,0.1,1.5
2022-11-01 09:30,Bus,3.0,0.16,1.5
2022-10-07 21:52,Bus,3.9,0.15,1.5
2022-04-09 20:51,Bus,2.6,0.13,1.5
2022-06-07 09:44,Bus,5.3,0.22,1.5
2022-11-09 18:27,Bus,3.9,0.18,1.5
2022-09-21 10:46,Bus,1.0,0.03,1.5
2022-12-10 15:08,Bus,6.6,0.24,1.5
2022-01-03 19:12,Bus,1.6,0.09,1.5
2022-07-16 22:11,Bus,3.2,0.11,1.5
2022-06-28 09:44,Bus,5.3,0.27,1.5
2022-11-14 07:20,Bus,1.0,0.04,1.5
2022-06-02 23:49,Bus,2.8,0.12,1.5
2022-10-14 18:59,Bus,4.4,0.18,1.5
2022-06-07 21:35,Bus,1.1,0.04,1.5
2022-01-07 09:53,Bus,4.5,0.18,1.5
2022-01-25 22:52,Bus,0.7,0.02,1.5
2022-12-28 11:24,Bus,2.3,0.07,1.5
2022-11-10 17:01,Bus,6.1,0.33,1.5
2022-11-15 19:57,Bus,1.8,0.06,1.5
2022-12-29 14:17,Bus,4.4,0.24,1.5
2022-04-29 15:22,Bus,2.1,0.07,1.5
2022-02-18 19:42,Bus,3.4,0.17,1.5
2022-10-14 12:35,Bus,4.8,0.25,1.5
2022-03-10 19:05,Bus,0.7,0.03,1.5
2022-03-11 17:24,Bus,2.8,0.12,1.5
2022-09-28 23:51,Bus,0.5,0.02,1.5
2022-03-17 21:09,Bus,1.7,0.06,1.5
2022-05-08 15:23,Bus,4.6,0.29,1.5
2022-11-28 17:09,Bus,1.1,0.05,1.5
2022-04-22 21:07,Bus,3.4,0.13,1.5
2022-11-12 12:18,Bus,2.7,0.12,1.5
2022-02-09 18:09,Bus,1.9,0.06,1.5
2022-07-09 15:00,Bus,3.2,0.13,1.5
2022-01-27 06:09,Bus,0.6,0.02,1.5
2022-01-16 09:02,Bus,2.7,0.12,1.5
2022-04-11 09:51,Bus,0.9,0.03,1.5
2022-05-25 08:59,Bus,0.9,0.05,1.5
2022-02-02 15:50,Bus,4.1,0.17,1.5
2022-08-04 17:17,Bus,3.5,0.16,1.5
2022-12-08 17:00,Bus,2.0,0.11,1.5
2022-10-09 16:16,Bus,1.2,0.04,1.5
2022-10-06 18:59,Bus,2.2,0.09,1.5
2022-01-05 20:39,Bus,9.4,0.42,1.5
2022-02-25 14:41,Bus,3.4,0.13,1.5
2022-04-26 20:26,Bus,6.4,0.28,1.5
2022-01-15 21:03,Bus,5.0,0.18,1.5
2022-08-09 09:15,Bus,2.4,0.13,1.5
2022-03-11 22:38,Bus,3.1,0.11,1.5
2022-08-12 17:32,Bus,1.3,0.05,1.5
2022-08-31 19:31,Bus,0.9,0.03,1.5
2022-03-16 18:16,Bus,6.1,0.23,1.5
2022-01-13 07:46,Bus,2.5,0.1,1.5
2022-04-18 08:37,Bus,6.3,0.37,1.5
2022-12-02 14:49,Bus,3.8,0.16,1.5
2022-07-21 16:57,Bus,1.0,0.04,1.5
2022-07-21 09:21,Bus,2.4,0.09,1.5
2022-04-01 12:49,Bus,1.3,0.06,1.5
2022-09-25 06:42,Bus,1.4,0.05,1.5
2022-07-03 18:07,Bus,2.8,0.08,1.5
2022-04-08 09:14,Bus,4.2,0.17,1.5
2022-10-26 08:39,Bus,2.6,0.17,1.5
2022-09-07 08:53,Bus,2.5,0.12,1.5
2022-11-25 10:16,Bus,0.7,0.03,1.5
2022-09-03 21:14,Bus,5.4,0.22,1.5
2022-07-17 17:32,Bus,1.0,0.06,1.5
2022-12-06 08:36,Bus,1.8,0.11,1.5
2022-12-24 06:07,Bus,5.0,0.19,1.5
2022-05-13 20:26,Bus,1.6,0.06,1.5
2022-08-30 18:55,Bus,0.5,0.02,1.5
2022-11-21 16:44,Bus,4.8,0.28,1.5
2022-10-29 15:04,Bus,5.1,0.18,1.5
2022-11-10 09:08,Bus,3.0,0.13,1.5
2022-09-16 13:52,Bus,3.1,0.18,1.5
2022-12-16 10:08,Bus,3.1,0.13,1.5
2022-09-12 21:28,Bus,1.4,0.05,1.5
2022-08-20 20:54,Bus,3.7,0.14,1.5
2022-01-02 06:57,Bus,4.1,0.19,1.5
2022-03-02 10:20,Bus,2.4,0.09,1.5
2022-05-06 18:27,Bus,2.4,0.12,1.5
2022-05-27 21:09,Bus,1.9,0.1,1.5
2022-09-13 17:36,Bus,1.2,0.05,1.5
2022-03-24 14:47,Bus,3.2,0.14,1.5
2022-11-03 17:51,Bus,1.1,0.05,1.5
2022-08-24 07:39,Bus,0.7,0.03,1.5
2022-06-15 19:44,Bus,4.1,0.15,1.5
2022-03-01 18:19,Bus,1.5,0.06,1.5
2022-08-11 14:25,Bus,5.0,0.22,1.5
2022-01-05 18:34,Bus,6.1,0.23,1.5
2022-02-12 15:01,Bus,2.9,0.09,1.5
2022-09-30 08:26,Bus,3.8,0.15,1.5
2022-07-26 11:40,Bus,4.2,0.19,1.5
2022-09-03 19:56,Bus,3.8,0.12,1.5
2022-08-30 07:37,Bus,1.0,0.05,1.5
2022-12-01 18:07,Bus,1.6,0.08,1.5
2022-09-19 18:46,Bus,5.4,0.24,1.5
2022-07-07 16:08,Bus,7.0,0.26,1.5
2022-01-14 23:11,Bus,1.8,0.07,1.5
2022-06-16 08:19,Bus,1.1,0.04,1.5
2022-12-22 17:00,Bus,3.2,0.13,1.5
2022-06-04 16:38,Bus,3.3,0.13,1.5
2022-11-02 10:16,Bus,6.3,0.27,1.5
2022-02-26 14:58,Bus,3.3,0.12,1.5
2022-02-28 11:48,Bus,0.5,0.02,1.5
2022-05-16 07:22,Bus,4.3,0.16,1.5
2022-10-11 08:33,Bus,4.2,0.21,1.5
2022-03-01 09:26,Bus,4.9,0.23,1.5
2022-02-03 18:09,Bus,3.2,0.25,1.5
2022-04-20 19:51,Bus,0.9,0.04,1.5
2022-01-22 20:36,Bus,8.1,0.27,1.5
2022-07-09 12:11,Bus,1.6,0.07,1.5
2022-08-03 20:29,Bus,1.2,0.04,1.5
2022-05-07 14:02,Bus,3.5,0.14,1.5
2022-12-26 10:13,Bus,1.8,0.05,1.5
2022-09-08 19:23,Bus,1.5,0.05,1.5
2022-11-18 17:29,Bus,1.6,0.06,1.5
2022-11-24 10:12,Bus,7.5,0.34,1.5
2022-01-28 22:48,Bus,1.1,0.05,1.5
2022-12-11 09:27,Bus,5.5,0.17,1.5
2022-05-03 10:33,Bus,6.6,0.25,1.5
2022-03-17 12:58,Bus,2.0,0.06,1.5
2022-05-21 20:43,Bus,0.8,0.03,1.5
2022-03-19 19:29,Bus,3.0,0.12,1.5
2022-01-09 11:54,Bus,1.8,0.07,1.5
2022-12-12 16:52,Bus,1.1,0.05,1.5
2022-03-30 07:19,Bus,2.3,0.14,1.5
2022-08-27 20:38,Bus,0.7,0.03,1.5
2022-01-12 22:12,Bus,5.0,0.2,1.5
2022-09-18 11:27,Bus,5.6,0.19,1.5
2022-11-25 19:03,Bus,4.5,0.19,1.5
2022-12-22 19:20,Bus,3.0,0.12,1.5
2022-10-28 21:21,Bus,1.3,0.07,1.5
2022-09-09 23:23,Bus,2.7,0.13,1.5
2022-07-26 19:26,Bus,5.9,0.24,1.5
2022-01-11 19:39,Bus,2.6,0.09,1.5
2022-05-10 16:44,Bus,0.5,0.02,1.5
2022-02-04 07:12,Bus,8.1,0.36,1.5
2022-10-18 15:27,Bus,3.7,0.2,1.5
2022-03-04 20:46,Bus,1.0,0.03,1.5
2022-08-05 20:42,Bus,7.1,0.27,1.5
2022-08-17 18:59,Bus,2.4,0.07,1.5
2022-10-30 13:19,Bus,4.7,0.19,1.5
2022-04-09 21:20,Bus,6.7,0.26,1.5
2022-02-09 18:47,Bus,2.5,0.1,1.5
2022-01-02 13:37,Bus,0.7,0.02,1.5
2022-01-09 22:45,Bus,4.2,0.13,1.5
2022-07-10 13:48,Bus,2.2,0.11,1.5
2022-03-09 13:06,Bus,0.7,0.03,1.5
2022-10-10 09:24,Bus,0.9,0.03,1.5
2022-01-09 15:08,Bus,2.2,0.1,1.5
2022-05-03 16:20,Bus,2.9,0.13,1.5
2022-03-29 15:45,Bus,2.1,0.09,1.5
2022-12-03 15:48,Bus,3.0,0.12,1.5
2022-09-14 16:54,Bus,0.7,0.03,1.5
2022-04-02 10:09,Bus,2.2,0.13,1.5
2022-11-20 07:31,Bus,5.4,0.19,1.5
2022-12-08 12:26,Bus,0.7,0.03,1.5
2022-01-29 22:15,Bus,1.6,0.06,1.5
